Unnamed: 0,time,lat,lon,seconds,Noise,Description
44,2019-10-11 12:12:01,4.6364925,-74.08479200000002,30,0.7306425027550688,"Musica de la carga, despertadores"
45,2019-10-11 12:12:31,4.6364851,-74.0847921,31,0.7325515663363149,"Musica de la carga, despertadores"
46,2019-10-11 12:13:02,4.6364961,-74.084784,31,0.7344195715871434,"Musica de la carga, despertadores"
47,2019-10-11 12:13:33,4.6365016,-74.0847349,35,0.7362482474751175,"Musica de la carga, despertadores"
48,2019-10-11 12:14:08,4.6366594,-74.08475774,30,0,"Musica de la carga, despertadores"
49,2019-10-11 12:14:38,4.636532,-74.0847455,34,0,"Musica de la carga, despertadores"
50,2019-10-11 12:15:12,4.636533,-74.084745,48,0,"Musica de la carga, despertadores"
51,2019-10-11 12:16:00,4.6365446,-74.0847167,43,0,"Musica de la carga, despertadores"
52,2019-10-11 12:16:43,4.636529,-74.08472320000001,32,0,"Musica de la carga, despertadores"
53,2019-10-11 12:17:15,4.6365542999999985,-74.084714,45,0,"Musica de la carga, despertadores"
54,2019-10-11 12:18:00,4.636546,-74.08475899999998,31,0,"Musica de la carga, despertadores"
55,2019-10-11 12:18:31,4.6365408,-74.0847827,30,0,"Musica de la carga, despertadores"
56,2019-10-11 12:19:01,4.6364939000000005,-74.08479150000002,31,0.7511749711344982,"Musica de la carga, despertadores"
57,2019-10-11 12:19:32,4.6363871,-74.0848558,31,0.7526855987125874,"Musica de la carga, despertadores"
58,2019-10-11 12:20:03,4.6366107,-74.0847837,35,0.7541704023284288,"Musica de la carga, despertadores"
59,2019-10-11 12:20:38,4.63689436,-74.08477948,34,0.7556302500767288,"Musica de la carga, despertadores"
60,2019-10-11 12:21:12,4.6364616,-74.084819,48,0.7570659670021533,"Musica de la carga, despertadores"
61,2019-10-11 12:22:00,4.6365454,-74.08473609999999,31,0.7584783378996508,"Musica de la carga, despertadores"
62,2019-10-11 12:22:31,4.6365442,-74.08474040000002,31,0.7598681098907163,"Musica de la carga, despertadores"
63,2019-10-11 12:23:02,4.6363377,-74.0849099,30,0.7612359947967774,"Musica de la carga, despertadores"
64,2019-10-11 12:23:32,4.636464299999999,-74.0848223,31,0.7625826713285709,"Musica de la carga, despertadores"
65,2019-10-11 12:24:03,4.6365237,-74.0847443,31,0.7639087871083737,"Musica de la carga, despertadores"
66,2019-10-11 12:24:34,4.6364105,-74.0848166,36,0.7652149605401652,"Musica de la carga, despertadores"
67,2019-10-11 12:25:10,4.6364959,-74.08478709999999,51,0.7665017825412472,"Musica de la carga, despertadores"
68,2019-10-11 12:26:01,4.6365032,-74.0847823,30,0.7677698181474512,"Musica de la carga, despertadores"
69,2019-10-11 12:26:31,4.6364982,-74.084772,31,0.7690196080028514,"Musica de la carga, despertadores"
70,2019-10-11 12:27:02,4.636522,-74.084744,51,0.7702516697438151,"Musica de la carga, despertadores"
71,2019-10-11 12:27:53,4.636545,-74.0846703,31,0.7714664992862537,"Musica de la carga, despertadores"
72,2019-10-11 12:28:24,4.636548,-74.0847326,36,0.7726645720240911,"Musica de la carga, despertadores"
73,2019-10-11 12:29:00,4.6365039,-74.0847678,43,0.7738463439461952,"Musica de la carga, despertadores"
74,2019-10-11 12:29:43,4.636513,-74.0847721,45,0.7750122526783401,"Musica de la carga, despertadores"
75,2019-10-11 12:30:28,4.6365697,-74.0846588,44,0.7761627184561581,"Musica de la carga, despertadores"
76,2019-10-11 12:31:12,4.636542,-74.08478559999998,301,0.7772981450344963,"Musica de la carga, despertadores"
77,2019-10-11 12:36:13,4.6364737,-74.08478509999998,33,0.778418920538096,"Musica de la carga, despertadores"
78,2019-10-11 12:36:46,4.6364854000000015,-74.08484770000003,34,0.7795254182580882,"Musica de la carga, despertadores"
79,2019-10-11 12:37:20,4.6365049,-74.08484820000002,31,0.7806179973983888,"Musica de la carga, despertadores"
80,2019-10-11 12:37:51,4.6364605,-74.0848498,35,0.7816970037757299,"Musica de la carga, despertadores"
81,2019-10-11 12:38:26,4.6364386,-74.0848327,34,0.7827627704767434,"Musica de la carga, despertadores"
82,2019-10-11 12:39:00,4.6365195,-74.084825,32,0.7838156184752149,"Musica de la carga, despertadores"
83,2019-10-11 12:39:32,4.6365197999999985,-74.0848235,31,0.7848558572123763,"Musica de la carga, despertadores"
84,2019-10-11 12:40:03,4.6364168,-74.0848327,31,0.7858837851428585,"Musica de la carga, despertadores"
85,2019-10-11 12:40:34,4.6363578,-74.0848767,38,0.7868996902487134,"Musica de la carga, despertadores"
86,2019-10-11 12:41:12,4.6364383,-74.0848561,35,0.7879038505237236,"Musica de la carga, despertadores"
87,2019-10-11 12:41:47,4.6364495,-74.0848364,31,0.7888965344300337,"Musica de la carga, despertadores"
88,2019-10-11 12:42:18,4.6364539,-74.0849,31,0.7898780013289826,"Musica de la carga, despertadores"
89,2019-10-11 12:42:49,4.6365102999999985,-74.084868,31,0.7908485018878649,"Musica de la carga, despertadores"
90,2019-10-11 12:43:20,4.6365027,-74.08484890000003,41,0.7918082784642186,"Musica de la carga, despertadores"
91,2019-10-11 12:44:01,4.6365120000000015,-74.0848517,31,0.7927575654691111,"Musica de la carga, despertadores"
92,2019-10-11 12:44:32,4.636480799999998,-74.08483249999998,39,0.7936965897107869,"Musica de la carga, despertadores"
93,2019-10-11 12:45:11,4.6364556,-74.08483340000002,359,0.7946255707199397,"Musica de la carga, despertadores"
94,2019-10-11 12:51:10,4.636506,-74.0848119,360,0.7955447210577695,"Musica de la carga, despertadores"
95,2019-10-11 12:57:10,4.6365246,-74.08480990000002,360,0.7964542466079136,"Musica de la carga, despertadores"
96,2019-10-11 13:03:10,4.6365235999999985,-74.0848147,360,0.7973543468532489,"Musica de la carga, despertadores"
97,2019-10-11 13:09:10,4.636522,-74.08479840000003,296,0.798245215138499,"Musica de la carga, despertadores"
